src_ip,src_port,dst_ip,dst_port,proto,service,duration,src_bytes,dst_bytes,conn_state,missed_bytes,src_pkts,src_ip_bytes,dst_pkts,dst_ip_bytes,dns_query,dns_qclass,dns_qtype,dns_rcode,dns_AA,dns_RD,dns_RA,dns_rejected,ssl_version,ssl_cipher,ssl_resumed,ssl_established,ssl_subject,ssl_issuer,http_trans_depth,http_method,http_uri,http_version,http_request_body_len,http_response_body_len,http_status_code,http_user_agent,http_orig_mime_types,http_resp_mime_types,weird_name,weird_addl,weird_notice,label,type
192.168.1.31,50945,192.168.1.133,1199,tcp,-,0.236748,0,0,REJ,0,1,44,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,scanning
192.168.1.31,35722,192.168.1.195,80,tcp,http,0.01767,155,978,SF,0,6,415,4,1150,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,password
192.168.1.30,60,192.168.1.193,60,tcp,-,0.015444,0,0,REJ,0,4,160,4,160,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos
192.168.1.30,33138,192.168.1.190,80,tcp,-,0.000127,0,0,S1,0,2,112,1,60,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos
192.168.1.193,49543,192.168.1.33,80,tcp,-,0.000121,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,backdoor
192.168.1.152,33797,192.168.1.190,53,udp,dns,6.6e-05,130,0,S0,0,2,186,0,0,a2z3kk2ebqzso7.iot.ap-southeast-2.amazonaws.com,1,1,0,F,T,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
192.168.1.30,58,192.168.1.152,58,tcp,-,1e-06,0,0,REJ,0,1,40,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos
192.168.1.30,40,176.28.50.165,40,tcp,-,0.002507,0,0,REJ,0,2,80,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos
192.168.1.30,53358,192.168.1.190,80,tcp,-,0.000459,0,0,S1,0,2,112,1,60,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos
192.168.1.31,38142,192.168.1.133,18101,tcp,-,0.0,0,0,S0,0,1,44,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,scanning
192.168.1.193,49816,192.168.1.33,80,tcp,-,9.5e-05,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,backdoor
192.168.1.193,50039,192.168.1.33,80,tcp,-,0.000152,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,backdoor
192.168.1.30,32980,192.168.1.190,80,tcp,-,5e-06,0,0,S1,0,2,112,1,60,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos
192.168.1.34,35978,104.16.78.166,443,tcp,ssl,0.457826,525,4088,SF,0,14,1117,13,4689,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,mitm
192.168.1.30,82,192.168.1.194,82,tcp,-,5.1e-05,0,0,REJ,0,1,40,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos
192.168.1.32,61323,192.168.1.250,25,tcp,-,0.359235,0,0,REJ,0,1,44,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,scanning
192.168.1.30,83,192.168.1.184,83,tcp,-,7e-06,0,0,REJ,0,1,40,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos
192.168.1.33,4444,192.168.1.193,49245,tcp,-,0.0,0,0,OTH,0,1,40,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ransomware
192.168.1.195,1560,192.168.1.195,1560,tcp,-,0.20656,0,0,S0,0,120,4800,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
192.168.1.30,51568,192.168.1.190,80,tcp,http,0.002047,167,2813,SF,0,5,435,6,3133,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,password
192.168.1.32,44282,192.168.1.1,53,udp,dns,0.004123,74,90,SF,0,2,130,2,146,testphp.vulnweb.com,1,1,0,F,T,T,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,xss
192.168.1.30,45,192.168.1.190,45,tcp,-,2e-06,0,0,REJ,0,1,40,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos
192.168.1.190,1487,192.168.1.190,1487,tcp,-,0.223693,0,0,S0,0,120,4800,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
192.168.1.30,62946,192.168.1.186,3580,tcp,-,0.0,0,0,S0,0,1,44,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,scanning
192.168.1.193,49733,192.168.1.33,80,tcp,-,0.000107,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,backdoor
192.168.1.193,49991,192.168.1.37,8080,tcp,-,9.9e-05,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,backdoor
192.168.1.32,52480,176.28.50.165,80,tcp,-,0.0,0,0,SH,0,1,52,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,xss
192.168.1.152,1880,192.168.1.152,51782,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
192.168.1.30,64,192.168.1.152,64,tcp,-,0.000176,0,0,REJ,0,1,40,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos
192.168.1.33,45675,192.168.1.193,445,tcp,-,0.0,0,0,OTH,0,1,1500,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ransomware
192.168.1.32,54776,192.168.1.49,9207,tcp,-,0.0,0,0,S0,0,1,44,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,scanning
192.168.1.32,53921,192.168.1.190,57797,tcp,-,0.003728,0,0,REJ,0,1,44,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,scanning
192.168.1.30,45631,192.168.1.1,53,udp,dns,0.000228,48,48,SF,0,1,76,1,76,192.168.1.195/dvwa/login.php-r,1,1,3,F,T,F,T,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos
192.168.1.30,66,192.168.1.152,66,tcp,-,0.03412,0,0,REJ,0,8,320,8,320,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos
192.168.1.193,49166,192.168.1.37,8001,tcp,-,0.0,0,0,OTH,0,1,200,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ransomware
192.168.1.30,18,192.168.1.152,18,tcp,-,0.000691,0,0,REJ,0,1,40,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos
192.168.1.30,93,192.168.1.193,93,tcp,-,1.2e-05,0,0,REJ,0,1,40,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos
192.168.1.30,42911,192.168.1.250,2393,tcp,-,0.946331,0,0,REJ,0,1,44,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,scanning
192.168.1.31,49324,192.168.1.193,21,tcp,-,1.7e-05,0,0,REJ,0,1,60,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,password
fe80::601f:9cde:4832:2f3f,61634,ff02::1:3,5355,udp,dns,0.410497,66,0,S0,0,2,162,0,0,desktop-18ss3ba,1,255,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
192.168.1.195,60630,239.255.255.250,1900,udp,-,3.326976,3016,0,S0,0,24,3688,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
192.168.1.152,1912,192.168.1.152,1912,tcp,-,0.203815,0,0,S0,0,120,4800,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
192.168.1.33,4444,192.168.1.193,49235,tcp,-,0.0,0,0,OTH,0,1,392,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ransomware
192.168.1.152,34296,192.168.1.152,10502,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
192.168.1.193,49711,192.168.1.37,8080,tcp,-,0.000115,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,backdoor
192.168.1.33,35543,192.168.1.193,445,tcp,-,0.0,0,0,OTH,0,1,1500,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ransomware
192.168.1.30,57816,192.168.1.190,80,tcp,-,2.2e-05,0,0,S1,0,2,112,1,60,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos
192.168.1.31,52302,192.168.1.195,80,tcp,http,0.011794,147,978,SF,0,5,367,4,1150,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,password
192.168.1.34,37417,192.168.1.1,53,udp,dns,0.005421,168,436,SF,0,4,280,2,492,detectportal.firefox.com,1,1,0,F,T,T,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,mitm
192.168.1.152,1880,192.168.1.152,51782,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
192.168.1.32,54769,192.168.1.49,8649,tcp,-,0.0,0,0,S0,0,1,44,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,scanning
192.168.1.152,47345,192.168.1.190,53,udp,dns,1.9e-05,130,0,S0,0,2,186,0,0,a2z3kk2ebqzso7.iot.ap-southeast-2.amazonaws.com,1,1,0,F,T,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
172.17.0.5,36353,192.168.1.190,53,udp,dns,0.001231,0,178,SHR,0,0,0,2,234,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
192.168.1.30,39072,52.59.177.21,80,tcp,-,1.561078,244,12183,SF,0,3,164,11,12755,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,injection
192.168.1.30,50568,192.168.1.186,1027,tcp,-,0.0,0,0,S0,0,1,44,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,scanning
192.168.1.31,39344,192.168.1.190,80,tcp,http,0.003718,167,2980,SF,0,6,487,7,3352,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,password
192.168.1.32,41256,176.28.50.165,80,tcp,-,0.0,0,0,SH,0,1,52,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,xss
192.168.1.32,33998,192.168.1.195,80,tcp,http,125.216735,2287,3342,RSTR,0,6,2547,7,3634,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,xss
192.168.1.190,1958,192.168.1.190,1958,tcp,-,0.225907,0,0,S0,0,120,4800,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
192.168.1.31,50948,192.168.1.49,5998,tcp,-,0.0,0,0,S0,0,1,44,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,scanning
192.168.1.32,54768,192.168.1.133,2144,tcp,-,0.0,0,0,S0,0,1,44,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,scanning
192.168.1.190,1919,192.168.1.190,1919,tcp,-,0.204921,0,0,S0,0,120,4800,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
192.168.1.193,49466,192.168.1.33,80,tcp,-,0.00023,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,backdoor
192.168.1.30,50568,192.168.1.46,4126,tcp,-,0.0,0,0,S0,0,1,44,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,scanning
192.168.1.30,50,192.168.1.152,50,tcp,-,0.000165,0,0,REJ,0,1,40,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos
192.168.1.180,59818,192.168.1.190,53,udp,dns,0.0,0,0,S0,0,1,69,0,0,elasticsearch.mydns.com,1,1,0,F,T,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
192.168.1.32,48631,192.168.1.1,53,udp,dns,0.01309,74,90,SF,0,2,130,2,146,testphp.vulnweb.com,1,1,0,F,T,T,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,xss
192.168.1.30,18,176.28.50.165,18,tcp,-,0.004421,0,0,REJ,0,4,160,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos
192.168.1.30,71,192.168.1.193,71,tcp,-,0.000718,0,0,REJ,0,1,40,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos
192.168.1.193,80,192.168.1.193,1671,tcp,-,0.223836,0,0,S0,0,120,4800,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
192.168.1.32,51182,52.28.231.150,80,tcp,-,3.1504,0,0,S0,0,3,180,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,xss
192.168.1.37,4444,192.168.1.193,49222,tcp,-,0.0,0,0,OTH,0,1,184,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ransomware
192.168.1.193,49585,192.168.1.37,8080,tcp,-,0.00017,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,backdoor
192.168.1.31,35928,192.168.1.190,80,tcp,http,0.013522,309,1919,SF,0,5,577,6,2239,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,injection
2405:6e00:10ce:2c00:20c:29ff:feee:e07a,3877,2620:0:30::53,53,udp,dns,0.10781,40,75,SF,0,1,88,1,123,arc.msn.com,1,28,0,T,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
192.168.1.30,34349,192.168.1.1,53,udp,dns,0.002152,48,48,SF,0,1,76,1,76,192.168.1.195/dvwa/login.php-r,1,1,3,F,T,F,T,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos
192.168.1.30,34348,192.168.1.195,80,tcp,http,0.029671,161,2009,SF,0,5,381,5,2221,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,password
192.168.1.1,50329,192.168.1.195,52633,udp,-,0.030691,573,0,S0,0,2,629,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
192.168.1.30,13,192.168.1.193,13,tcp,-,0.000116,0,0,REJ,0,1,40,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos
192.168.1.30,23,192.168.1.194,23,tcp,-,0.000435,0,0,RSTO,0,2,80,1,44,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos
192.168.1.30,39,192.168.1.190,39,tcp,-,0.009601,0,0,REJ,0,3,120,3,120,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos
192.168.1.46,55566,224.0.0.252,5355,udp,dns,0.0,0,0,S0,0,1,61,0,0,desktop-uciie91,1,255,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
192.168.1.79,40353,192.168.1.255,15600,udp,-,0.0,0,0,S0,0,1,63,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
192.168.1.30,46946,192.168.1.195,80,tcp,http,0.021707,152,518,SF,0,6,412,4,690,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,password
192.168.1.37,42901,192.168.1.193,445,tcp,-,0.0,0,0,OTH,0,1,76,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ransomware
192.168.1.31,33092,192.168.1.195,80,tcp,http,0.166181,255,524,SF,0,5,475,4,696,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,injection
192.168.1.30,51690,18.184.104.180,80,tcp,http,4.884162,347,11979,SF,0,6,667,12,12611,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,injection
192.168.1.193,49932,192.168.1.33,80,tcp,-,6.9e-05,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,backdoor
192.168.1.30,50568,192.168.1.49,7741,tcp,-,0.0,0,0,S0,0,1,44,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,scanning
192.168.1.180,42946,192.168.1.190,53,udp,dns,0.000374,41,89,SF,0,1,69,1,117,elasticsearch.mydns.com,1,1,3,F,T,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
192.168.1.32,53921,192.168.1.133,427,tcp,-,0.0,0,0,S0,0,1,44,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,scanning
192.168.1.30,40015,192.168.1.1,53,udp,dns,0.004836,48,48,SF,0,1,76,1,76,192.168.1.195/dvwa/login.php-r,1,1,3,F,T,F,T,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos
192.168.1.33,32977,192.168.1.193,445,tcp,-,0.0,0,0,OTH,0,1,52,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ransomware
192.168.1.152,1698,192.168.1.152,1698,tcp,-,0.208219,0,0,S0,0,120,4800,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
192.168.1.32,46108,192.168.1.190,80,tcp,http,10.128254,3307,1553,SF,0,12,7657,7,1925,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,xss
192.168.1.37,44237,192.168.1.193,445,tcp,-,0.0,0,0,SH,0,1,1205,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ransomware
192.168.1.31,60912,18.184.104.180,80,tcp,http,1.576693,430,12183,SF,0,5,698,12,12815,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,injection
192.168.1.152,55053,192.168.1.190,53,udp,dns,1.9e-05,130,0,S0,0,2,186,0,0,a2z3kk2ebqzso7.iot.ap-southeast-2.amazonaws.com,1,1,0,F,T,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
192.168.1.31,34786,192.168.1.195,80,tcp,http,0.370708,315,524,SF,0,5,535,4,696,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,injection
192.168.1.30,20,176.28.50.165,20,tcp,-,0.006841,0,0,REJ,0,2,80,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos
192.168.1.30,42794,192.168.1.1,53,udp,dns,0.088165,154,407,SF,0,2,210,2,463,mqtt-dashboard-lb-1160139393.eu-central-1.elb.amazonaws.com,1,1,0,F,T,T,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos
192.168.1.37,43687,192.168.1.193,135,tcp,-,0.0,0,0,OTH,0,0,0,1,60,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ransomware
192.168.1.31,36378,192.168.1.184,21,tcp,-,1.4e-05,0,0,REJ,0,1,60,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,password
192.168.1.30,49508,192.168.1.49,5555,tcp,-,0.0,0,0,S0,0,1,44,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,scanning
192.168.1.37,37523,192.168.1.193,445,tcp,-,0.0,0,0,SH,0,1,1205,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ransomware
192.168.1.152,41925,192.168.1.190,53,udp,dns,3.6e-05,130,0,S0,0,2,186,0,0,a2z3kk2ebqzso7.iot.ap-southeast-2.amazonaws.com,1,28,0,F,T,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
192.168.1.152,44527,192.168.1.190,53,udp,dns,6e-05,130,0,S0,0,2,186,0,0,a2z3kk2ebqzso7.iot.ap-southeast-2.amazonaws.com,1,28,0,F,T,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
192.168.1.30,59834,192.168.1.1,53,udp,dns,6e-06,58,58,SF,0,1,86,1,86,testphp.vulnweb.com/listproducts.php.hub,1,1,3,F,T,F,T,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos
192.168.1.30,59596,192.168.1.194,80,tcp,http,251.159907,231,1124,S3,0,8,655,6,1460,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos
192.168.1.30,42908,192.168.1.152,2910,tcp,-,0.004744,0,0,REJ,0,1,44,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,scanning
192.168.1.30,44530,192.168.1.184,443,tcp,-,60.519178,0,0,S3,0,3,164,2,112,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos
192.168.1.30,41892,18.184.104.180,80,tcp,http,1.250685,612,12183,SF,0,5,880,12,12815,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,injection
192.168.1.31,60916,192.168.1.195,80,tcp,http,0.244948,238,1951,SF,0,5,458,5,2163,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,injection
192.168.1.37,38747,192.168.1.193,445,tcp,-,0.0,0,0,OTH,0,1,188,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ransomware
192.168.1.31,35662,18.184.104.180,80,tcp,http,1.299295,294,12183,SF,0,6,614,12,12815,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,injection
192.168.1.193,49904,192.168.1.37,8080,tcp,-,7e-05,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,backdoor
192.168.1.31,36326,192.168.1.152,80,tcp,http,0.129217,496,3440,SF,0,5,764,6,3760,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,injection
192.168.1.193,80,192.168.1.193,1446,tcp,-,0.241913,0,0,S0,0,120,4800,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
192.168.1.30,80,192.168.1.190,80,tcp,-,4.3e-05,0,0,RSTO,0,2,80,1,44,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos
192.168.1.30,43180,192.168.1.184,443,tcp,-,61.288476,0,1,S1,1,3,164,1,60,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos
192.168.1.32,53994,192.168.1.152,587,tcp,-,0.01455,0,0,REJ,0,1,44,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,scanning
