id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
27223,0.857919,tcp,-,FIN,122,126,7808,15182,287.905975,31,29,72211.94531,140451.4844,30,32,7.087298,6.859376,441.900148,438.127755,255,34928384,35884674,255,0.000615,0.000495,0.00012,64,120,0,0,9,0,2,1,1,1,0,0,0,4,4,0,Normal,0
68209,0.464978,tcp,-,FIN,10,6,534,268,32.25959,254,252,8275.660156,3853.945801,2,1,51.664222,77.252797,2588.891568,127.195539,255,2034521044,4101030108,255,0.153481,0.077136,0.076345,53,45,0,0,3,1,1,1,1,3,0,0,0,14,3,0,Normal,0
52214,1e-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,4,2,3,3,3,3,0,0,0,3,4,0,Generic,1
33387,3.855353,tcp,-,FIN,144,148,12040,27312,75.479467,31,29,24811.2168,56291.60156,39,45,26.958098,26.22283,2122.524437,2093.2219,255,3475093668,3475396336,255,0.000736,0.000586,0.00015,84,185,0,0,5,0,3,1,1,2,0,0,0,4,5,0,Normal,0
68055,0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.668,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1,Normal,0
32603,0.012863,tcp,-,FIN,44,46,2766,24004,6919.070242,31,29,1681722.75,14604991.0,7,16,0.291581,0.274244,0.0,16.337629,255,288232523,301140844,255,0.000651,0.000518,0.000133,63,522,0,0,2,0,2,1,1,1,0,0,0,2,6,0,Normal,0
14476,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,43,2,43,43,18,43,0,0,0,44,43,0,Generic,1
41823,0.71223,tcp,-,FIN,10,8,588,354,23.868693,254,252,5953.132812,3482.02124,2,1,73.708333,87.92143,4038.905148,162.055734,255,479972572,3153910230,255,0.13791,0.096779,0.041131,59,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Normal,0
13394,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,2,18,18,18,18,0,0,0,18,18,0,Generic,1
25356,0.001032,udp,dns,CON,2,2,146,178,2906.976908,31,29,565891.5,689922.5,0,0,0.015,0.003,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,7,0,4,2,1,2,0,0,0,6,1,0,Normal,0
37513,0.00488,udp,-,CON,4,4,568,312,1434.426257,31,29,698360.6875,383606.5625,0,0,1.342333,1.14,1.884208,1.603015,0,0,0,0,0.0,0.0,0.0,142,78,0,0,6,0,5,1,1,3,0,0,0,4,8,0,Normal,0
46570,0.597743,tcp,ftp-data,FIN,8,8,364,664,25.094398,62,252,4269.393555,7775.91748,1,2,85.391857,78.27957,5866.62103,168.231188,255,13510198,4270577756,255,0.1069,0.048529,0.058371,46,83,0,0,1,1,2,1,1,2,0,0,0,3,1,0,Exploits,1
25172,0.000969,udp,dns,CON,2,2,132,164,3095.975277,31,29,544891.625,676986.625,0,0,0.005,0.004,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,2,0,3,1,1,1,0,0,0,2,1,0,Normal,0
81766,0.15389,tcp,-,CON,6,2,998,86,45.487037,62,252,43251.67188,2235.363037,2,1,30.778,0.001,1899.674367,0.0,255,3833565884,605429014,255,0.13266,0.061386,0.071274,166,43,0,0,11,3,6,6,1,11,0,0,0,6,11,0,Normal,0
52955,3.143799,tcp,smtp,FIN,48,24,41312,1890,22.584141,62,252,102937.875,4610.981934,21,8,66.869958,134.031094,7014.826034,284.533313,255,2641517336,2472278798,255,0.158918,0.061079,0.097839,861,79,0,0,1,1,3,1,1,2,0,0,0,4,1,0,Exploits,1
52984,0.693745,tcp,http,FIN,10,12,816,3538,30.270488,62,252,8475.736328,37408.55859,2,3,77.082778,50.894089,4740.913457,3984.974827,255,526522591,58768488,255,0.145025,0.062464,0.082561,82,295,1,1279,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
20396,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,30,2,25,25,25,30,0,0,0,25,30,0,Generic,1
29913,0.022179,tcp,http,FIN,8,10,1040,824,766.490822,31,29,328238.4375,267640.5625,2,2,3.116429,2.410889,250.243203,5.734048,255,615451812,2767802101,255,0.000602,0.000477,0.000125,130,82,1,83,2,0,1,1,1,1,0,0,1,11,2,0,Normal,0
19107,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,34,2,23,23,23,34,0,0,0,23,34,0,Generic,1
38899,0.003802,tcp,ftp-data,FIN,14,8,8928,424,5523.408617,31,29,17445554.0,780641.75,4,1,0.292462,0.451143,17.730815,1.095682,255,2132515775,2143236357,255,0.000616,0.000486,0.00013,638,53,0,0,3,0,7,1,1,5,0,0,0,10,3,0,Normal,0
47573,0.551963,tcp,http,FIN,10,8,1094,1180,30.799167,254,252,14276.32031,14972.01856,2,2,61.329222,70.70243,3279.551231,121.123578,255,2301760466,687843818,255,0.106622,0.05644,0.050182,109,148,0,0,3,1,2,2,1,2,0,0,0,2,3,0,Exploits,1
34278,0.004169,tcp,http,FIN,8,10,1040,824,4077.716628,31,29,1746222.125,1423842.75,2,2,0.543857,0.403444,34.881635,0.748651,255,3478646742,3483902924,255,0.000679,0.000534,0.000145,130,82,1,83,1,0,2,1,1,2,0,0,1,11,2,0,Normal,0
5249,4e-06,unas,-,INT,2,0,200,0,250000.0006,254,0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,4,5,0,Exploits,1
30414,0.009502,tcp,-,FIN,36,38,2334,16290,7682.592996,31,29,1911176.5,13354662.0,7,12,0.255029,0.240757,15.049613,13.763142,255,3322893400,3323208597,255,0.000726,0.000583,0.000143,65,429,0,0,5,0,11,1,1,1,0,0,0,5,11,0,Normal,0
41650,0.473761,tcp,-,FIN,10,6,534,268,31.661534,254,252,8122.23877,3782.498047,2,1,45.091444,86.851203,2269.656053,122.180414,255,3435158459,1103925871,255,0.121728,0.039496,0.082232,53,45,0,0,3,1,1,1,1,3,0,0,0,1,3,0,Normal,0
43602,0.581363,tcp,-,FIN,10,6,624,268,25.801435,254,252,7733.549805,3082.411377,2,1,62.527222,97.429797,3313.145486,143.123516,255,769991354,1516805864,255,0.140819,0.094206,0.046613,62,45,0,0,5,1,2,2,1,5,0,0,0,2,7,0,Normal,0
11587,8e-06,gre,-,INT,2,0,156,0,125000.0003,254,0,78000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,78,0,0,0,1,2,1,1,1,4,0,0,0,3,1,0,Exploits,1
77538,3.6e-05,udp,-,INT,2,0,1064,0,27777.7768,254,0,118222216.0,0.0,0,0,0.036,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,40,2,6,6,1,40,0,0,0,6,40,0,Normal,0
32363,0.001053,udp,dns,CON,2,2,132,164,2849.002888,31,29,501424.5,622981.9375,0,0,0.01,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,4,0,4,1,1,2,0,0,0,8,3,0,Normal,0
78474,1.1e-05,udp,-,INT,2,0,1064,0,90909.0902,254,0,386909088.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,6,2,2,2,1,6,0,0,0,2,10,0,Normal,0
53016,1.1e-05,unas,-,INT,2,0,200,0,90909.0902,254,0,72727272.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,11,2,2,2,2,2,0,0,0,5,11,0,DoS,1
44426,3.881419,tcp,smtp,FIN,194,44,231439,2890,61.060144,62,252,474562.5313,5822.612793,94,8,20.107892,87.000648,2661.647067,152.323625,255,1385381467,3809735307,255,0.227737,0.140383,0.087354,1193,66,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
20361,4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,33,2,18,18,18,33,0,0,0,18,33,0,Generic,1
46765,0.811557,tcp,-,FIN,10,6,534,268,18.48299,254,252,4741.50293,2208.101318,2,1,90.173,141.916,4585.606706,242.138609,255,1927694540,4244618786,255,0.20074,0.101192,0.099548,53,45,0,0,4,1,1,2,1,1,0,0,0,2,2,0,Fuzzers,1
21978,6e-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,43,2,43,43,18,43,0,0,0,43,43,0,Generic,1
31185,0.081084,tcp,-,FIN,36,38,2334,16290,900.300944,31,29,223965.2813,1564994.375,7,12,2.307314,2.175432,132.541944,126.628543,255,1750676106,3900555950,255,0.000784,0.000583,0.000201,65,429,0,0,4,0,6,1,1,1,0,0,0,3,17,0,Normal,0
22869,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,25,2,25,25,25,25,0,0,0,25,25,0,Generic,1
33709,1.073816,tcp,http,FIN,12,18,1580,10168,27.00649,31,29,10795.14648,71550.4375,3,5,97.58718,63.130767,9553.669905,7693.33594,255,4247350146,2098842387,255,0.000748,0.000588,0.00016,132,565,1,3924,5,0,1,2,1,1,0,0,1,3,3,0,Normal,0
40484,1.361116,tcp,http,FIN,10,10,804,1280,13.959133,62,252,4255.331543,6770.914062,2,2,151.087111,141.742,9236.072126,200.453922,255,2322683091,3008593927,255,0.178587,0.08543,0.093157,80,128,1,195,2,1,1,1,1,2,0,0,1,1,2,0,Normal,0
27505,0.010966,tcp,-,FIN,36,38,2334,16290,6656.939542,31,29,1656027.75,11571767.0,7,12,0.303886,0.280432,18.263581,17.083324,255,724726737,2870416712,255,0.000724,0.000579,0.000145,65,429,0,0,8,0,4,1,1,1,0,0,0,9,2,0,Normal,0
898,10.46607,tcp,pop3,FIN,36,96,1664,103410,12.516637,62,252,1236.758423,78220.76563,7,44,299.012164,108.103525,26598.53424,15541.34266,255,284441641,2950422378,255,0.341105,0.196226,0.144879,46,1077,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
80671,1.268387,tcp,-,FIN,10,8,2516,354,13.40285,254,252,14285.86133,1955.239258,2,1,135.796778,170.797578,7837.163294,244.027484,255,1052571674,2877138599,255,0.170029,0.072799,0.09723,252,44,0,0,3,1,1,1,1,2,0,0,0,1,2,0,Normal,0
7654,6e-06,vines,-,INT,2,0,200,0,166666.6608,254,0,133333328.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,2,2,2,4,0,0,0,11,4,0,DoS,1
76420,0.699391,tcp,-,FIN,10,8,534,354,24.306861,254,252,5501.929688,3545.942139,2,1,77.591556,88.469141,4996.859212,127.765508,255,1807414551,2670888470,255,0.139367,0.080098,0.059269,53,44,0,0,5,1,3,3,2,5,0,0,0,4,5,0,Normal,0
40638,0.275842,tcp,-,CON,6,2,998,86,25.376845,62,252,24129.75391,1247.090698,2,1,55.1684,0.008,3561.138105,0.0,255,2702585984,663711669,255,0.250564,0.08629,0.164274,166,43,0,0,5,3,2,2,1,5,0,0,0,2,5,0,Normal,0
5188,5e-06,sps,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0,Reconnaissance,1
70186,1.500385,tcp,-,FIN,10,8,534,354,11.330425,254,252,2564.675049,1652.909058,2,1,166.709444,203.939719,9721.931865,279.127125,255,2401216311,1913173761,255,0.13918,0.071952,0.067228,53,44,0,0,4,1,2,1,1,2,0,0,0,1,3,0,Normal,0
29533,0.001107,udp,dns,CON,2,2,130,162,2710.026984,31,29,469738.0,585365.8125,0,0,0.011,0.009,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,2,0,5,1,1,1,0,0,0,8,1,0,Normal,0
82274,1.353609,tcp,-,FIN,10,8,534,354,12.559018,254,252,2842.770752,1832.13916,2,1,148.571,180.649141,8838.867813,360.269844,255,3287556247,3144522077,255,0.189149,0.089055,0.100094,53,44,0,0,2,1,2,1,1,1,0,0,0,2,2,0,Normal,0
36269,10.097803,tcp,-,FIN,502,1012,28172,1298270,149.834571,31,29,22274.94336,1027540.75,44,461,20.154609,9.987478,7614.315379,5349.310551,255,2967052086,2976466705,255,0.000584,0.000459,0.000125,56,1283,0,0,5,0,4,2,1,2,0,0,0,3,9,0,Normal,0
17179,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,39,2,14,14,14,39,0,0,0,14,39,0,Generic,1
71950,1e-05,udp,-,INT,2,0,1064,0,100000.0025,254,0,425600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,22,2,9,9,1,22,0,0,0,9,22,0,Normal,0
37540,0.062911,tcp,-,FIN,46,48,2854,30622,1478.278923,31,29,355041.2813,3813006.0,7,17,1.390111,1.324809,0.0,78.531888,255,4197065810,4243674656,255,0.000795,0.000641,0.000154,62,638,0,0,8,0,4,1,1,1,0,0,0,5,1,0,Normal,0
80304,0.888025,tcp,http,FIN,10,8,808,1090,19.143605,62,252,6558.374023,8594.352539,2,2,98.556333,109.294141,4784.521897,166.820734,255,2524338458,91253590,255,0.234321,0.122961,0.11136,81,136,1,137,3,1,2,1,1,3,0,0,1,1,3,0,Normal,0
34153,0.001034,udp,dns,CON,2,2,130,162,2901.354085,31,29,502901.375,626692.5,0,0,0.011,0.006,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,3,0,1,1,1,1,0,0,0,2,2,0,Normal,0
41942,1.240409,tcp,-,FIN,10,12,608,732,16.9299,254,252,3534.318115,4327.60498,2,3,137.756889,107.39318,7819.505753,149.807312,255,449182564,1659307348,255,0.14717,0.05908,0.08809,61,61,0,0,3,1,1,1,1,2,0,0,0,1,2,0,Normal,0
28438,0.001035,udp,dns,CON,2,2,132,164,2898.550823,31,29,510144.9375,633816.4375,0,0,0.01,0.003,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,3,0,1,2,1,1,0,0,0,10,3,0,Normal,0
26808,0.531703,tcp,ftp-data,FIN,10,12,528,8824,39.495734,31,29,7161.893066,121707.0469,1,4,59.037556,53.120398,5583.114074,5291.982311,255,2200391613,3057245402,255,0.000625,0.000495,0.00013,53,735,0,0,2,0,3,1,1,1,0,0,0,2,2,0,Normal,0
14113,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,43,2,41,41,25,43,0,0,0,41,43,0,Generic,1
59927,0.63345,tcp,-,FIN,10,6,2516,268,23.67985,254,252,28605.25781,2828.952637,2,1,70.280111,111.542,3830.342865,202.043625,255,3193652829,3092792549,255,0.196207,0.075729,0.120478,252,45,0,0,4,1,4,1,1,1,0,0,0,1,3,0,Fuzzers,1
26471,0.026943,tcp,-,FIN,16,18,1540,1644,1224.807926,31,29,428757.0,461121.625,4,4,1.774733,1.345,124.683626,3.247565,255,2505739095,2519534397,255,0.012895,0.004075,0.00882,96,91,0,0,15,0,8,12,1,7,0,0,0,16,8,0,Normal,0
49219,1.1e-05,bbn-rcc,-,INT,2,0,180,0,90909.0902,254,0,65454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,90,0,0,0,14,2,14,14,14,14,0,0,0,15,14,0,Backdoor,1
21329,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,33,2,11,11,5,33,0,0,0,11,33,0,Generic,1
5528,3e-06,xnet,-,INT,2,0,180,0,333333.3215,254,0,239999984.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,90,0,0,0,10,2,10,10,10,10,0,0,0,10,10,0,Exploits,1
65500,32.105835,tcp,-,FIN,20,14,1244,622,1.027851,254,252,294.525909,144.023666,4,1,1689.780579,2464.99025,227420.7912,8356.3075,255,1900087351,713067078,255,0.113236,0.048076,0.06516,62,44,0,0,7,1,2,2,1,2,0,0,0,2,7,0,Fuzzers,1
21790,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,38,2,18,18,18,38,0,0,0,18,38,0,Generic,1
68744,9e-06,tcp,-,REQ,2,0,90,0,111111.1072,254,0,40000000.0,0.0,1,0,0.009,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,4,6,4,1,1,5,0,0,0,3,5,0,Normal,0
62322,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,4,2,4,4,4,4,0,0,0,4,4,0,Generic,1
70210,1.645427,tcp,-,FIN,10,8,534,354,10.331665,254,252,2338.602783,1507.20752,2,1,182.757111,222.079141,12841.26612,331.973094,255,3209102129,2624884148,255,0.180212,0.090867,0.089345,53,44,0,0,4,1,1,1,1,3,0,0,0,1,4,0,Normal,0
70675,1.055897,tcp,-,FIN,10,8,588,354,16.100055,254,252,4015.543213,2348.713867,2,1,112.528778,141.688141,7777.767674,190.861031,255,1578537477,1735701437,255,0.124081,0.064078,0.060003,59,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Normal,0
34653,0.001022,udp,dns,CON,2,2,130,162,2935.420795,31,29,508806.2813,634050.875,0,0,0.011,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,4,0,3,1,1,1,0,0,0,4,2,0,Normal,0
10565,0.185705,tcp,http,FIN,10,6,914,268,80.773267,254,252,35454.07813,9649.712891,2,1,20.633889,32.067801,1075.930787,61.691949,255,249607318,2394032867,255,0.070631,0.01914,0.051491,91,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
21621,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,24,2,22,22,22,24,0,0,0,22,24,0,Generic,1
33396,0.001,udp,dns,CON,2,2,146,178,2999.999858,31,29,584000.0,711999.9375,0,0,0.008,0.002,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,6,0,9,2,1,1,0,0,0,3,3,0,Normal,0
80535,0.803393,tcp,-,FIN,10,6,2516,268,18.670812,254,252,22554.3418,2230.539795,2,1,89.145778,138.627,4301.122982,186.566219,255,3991678627,406253960,255,0.185955,0.110248,0.075707,252,45,0,0,7,1,1,1,1,4,0,0,0,2,4,0,Normal,0
53631,7e-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,2,4,4,4,4,0,0,0,5,7,0,Generic,1
64724,0.330396,tcp,-,FIN,10,6,2320,268,45.400066,254,252,50557.51172,5423.794434,2,1,36.651889,60.149801,1787.583937,93.774008,255,2171090318,1978496147,255,0.076384,0.029636,0.046748,232,45,0,0,3,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
43896,1.879737,tcp,smtp,FIN,232,50,283028,3010,149.488996,62,252,1199355.0,12554.94727,113,8,8.13684,37.897836,905.500016,47.251016,255,53127730,1353736385,255,0.037099,0.02274,0.014359,1220,60,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
63660,18.670206,ospf,-,INT,20,0,900,0,1.017664,254,0,366.3591,0.0,0,0,982.642313,0.0,1060.71875,0.0,0,0,0,0,0.0,0.0,0.0,45,0,0,0,6,2,3,2,2,3,0,0,0,3,3,0,Exploits,1
21816,4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,44,2,36,36,21,44,0,0,0,36,44,0,Generic,1
33663,0.001025,udp,dns,CON,2,2,132,164,2926.829254,31,29,515121.9375,640000.0,0,0,0.002,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,3,0,1,1,1,1,0,0,0,5,5,0,Normal,0
25189,4.793941,tcp,ssh,FIN,230,236,24344,29452,96.997439,31,29,40449.39063,48941.77734,54,67,20.934241,20.396757,1626.193548,1606.477463,255,238387731,238661566,255,0.00068,0.000535,0.000145,106,125,0,0,1,0,2,1,1,1,0,0,0,2,1,0,Normal,0
14751,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,43,2,43,43,18,43,0,0,0,43,43,0,Generic,1
43361,0.362128,tcp,-,FIN,10,6,1612,268,41.421819,254,252,32054.96484,4948.526855,2,1,37.579667,60.596199,1989.368194,93.572453,255,2413019612,4101034345,255,0.085242,0.059144,0.026098,161,45,0,0,7,1,2,2,1,7,0,0,0,2,7,0,Normal,0
39977,0.00522,tcp,-,FIN,24,20,2158,1918,8237.54763,31,29,3170881.0,2793869.75,6,5,0.226957,0.239947,13.584779,14.452277,255,3819374297,1670054664,255,0.000691,0.000526,0.000165,90,96,0,0,2,0,2,1,1,1,0,0,0,1,3,0,Normal,0
60436,2e-06,any,-,INT,2,0,200,0,500000.0013,254,0,400000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,19,2,4,4,4,4,0,0,0,4,18,0,Fuzzers,1
31928,0.533847,tcp,smtp,FIN,52,40,37496,3276,170.460833,31,29,551094.25,47878.89063,18,8,10.460647,13.674564,961.251669,32.782187,255,3558124565,3563337364,255,0.000685,0.000533,0.000152,721,82,0,0,1,0,3,1,1,1,0,0,0,2,1,0,Normal,0
5579,5e-06,unas,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,2,2,2,7,0,0,0,10,7,0,DoS,1
36818,2.506878,tcp,ssh,FIN,342,354,26664,49578,277.237276,31,29,84844.97656,157767.5625,78,103,7.350616,7.099782,468.544215,460.956302,255,802180405,802500837,255,0.000821,0.000644,0.000177,78,140,0,0,1,0,3,1,1,1,0,0,0,5,1,0,Normal,0
76690,0.457714,tcp,-,FIN,10,6,1022,268,32.771557,254,252,16079.91016,3915.108643,2,1,50.746,78.854203,2526.589047,108.294703,255,1167906421,1679377778,255,0.107713,0.063434,0.044279,102,45,0,0,3,1,2,2,1,3,0,0,0,19,3,0,Normal,0
70481,1.501027,tcp,-,FIN,10,8,534,354,11.325579,254,252,2563.578125,1652.202148,2,1,163.903667,209.281,10352.02681,392.034031,255,12607903,839157051,255,0.100428,0.036053,0.064375,53,44,0,0,3,1,1,1,1,2,0,0,0,1,2,0,Normal,0
50704,1.1e-05,igp,-,INT,2,0,180,0,90909.0902,254,0,65454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,90,0,0,0,14,2,14,14,14,14,0,0,0,15,14,0,DoS,1
80673,0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.772,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1,Normal,0
50309,0.52032,tcp,ftp,FIN,12,12,632,682,44.203567,254,252,8917.588867,9624.84668,3,4,47.301817,44.835,2337.511828,52.197285,255,3821098616,3895357487,255,0.07823,0.026519,0.051711,53,57,0,0,4,1,2,2,1,2,0,0,0,6,4,0,Fuzzers,1
39024,0.000978,udp,dns,CON,2,2,130,162,3067.484674,31,29,531697.3125,662576.6875,0,0,0.011,0.006,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,3,0,2,1,1,1,0,0,0,8,3,0,Normal,0
79036,1.32365,tcp,-,FIN,10,8,610,354,12.843274,254,252,3318.097656,1873.607056,2,1,140.574111,177.140422,8540.96941,364.903625,255,3246950966,4197554915,255,0.167258,0.083659,0.083599,61,44,0,0,5,1,1,1,1,4,0,0,0,1,4,0,Normal,0
1179,1.388546,tcp,-,FIN,14,8,6830,354,15.123734,254,252,36544.70313,1786.040894,6,0,4378.860788,7665.028,506772.8351,19801.698,255,3373552465,1585484148,255,0.221012,0.149195,0.071817,488,44,0,0,2,1,3,2,2,2,0,0,0,2,2,0,Fuzzers,1
55673,1.655273,tcp,smtp,FIN,24,20,4901,1782,25.977589,62,252,22700.78711,8182.336426,9,8,71.930304,84.281,3905.721193,96.63493,255,4070826464,2466400470,255,0.083789,0.053931,0.029858,204,89,0,0,1,1,1,1,1,1,0,0,0,5,1,0,DoS,1
81643,0.307152,tcp,-,CON,6,2,998,86,22.790019,62,252,21670.05273,1119.966675,2,1,61.4304,0.007,3255.194026,0.0,255,86159305,231484970,255,0.207576,0.072765,0.134811,166,43,0,0,4,3,3,3,1,4,0,0,0,3,4,0,Normal,0
18115,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,25,2,18,18,18,25,0,0,0,18,25,0,Generic,1
41353,0.329331,tcp,-,CON,6,2,998,86,21.255211,62,252,20210.66797,1044.541748,2,1,65.8662,0.008,3842.842606,0.0,255,498913399,3382927357,255,0.263738,0.240354,0.023384,166,43,0,0,5,3,4,4,1,5,0,0,0,4,5,0,Normal,0
36626,0.085339,tcp,-,FIN,80,78,4654,71730,1839.721531,31,29,430846.375,6638090.5,7,33,1.089551,1.101649,0.0,1.84298,255,2570095123,2570352464,255,0.000632,0.000509,0.000123,58,920,0,0,10,0,1,1,1,1,0,0,0,1,7,0,Normal,0
46197,0.26558,tcp,-,FIN,20,8,17266,354,101.664283,254,252,494103.4688,9338.052734,7,1,13.030421,31.107715,955.194072,49.195543,255,2925830684,2480131829,255,0.067535,0.047818,0.019717,863,44,0,0,9,1,2,2,1,2,0,0,0,2,8,0,Fuzzers,1
